Amount,Transaction ID,repayment,Date-Time
87586.3,4015,618.6,2008-05-13 09:24:18
36601.9,6320,603.48,2008-05-02 08:50:59
50893.51,7978,117.6,2008-04-29 22:15:23
93548.47,6347,869.41,2008-11-12 03:32:23
82275.81,8348,110.17,2008-04-10 22:57:57
68734.39,8702,621.4,2008-09-13 07:07:44
81887.35,4242,975.51,2008-09-08 10:14:23
18406.38,6329,680.56,2008-04-12 10:50:39
62259.96,9031,516.84,2008-05-07 04:17:18
96744.74,9569,518.82,2008-06-05 08:24:08
41907.96,5458,646.5,2008-01-13 01:26:50
62103.25,9305,507.82,2008-12-18 22:30:59
18589.88,6314,464.77,2008-08-21 21:12:10
72707.96,6857,801.67,2008-10-21 14:46:24
66956.67,9225,523.1,2008-12-01 01:41:07
39170.5,4827,443.23,2008-03-21 02:28:50
56312.46,7359,903.39,2008-01-26 17:11:28
99633.42,7865,441.91,2008-03-31 00:43:08
32738.62,6247,524.85,2008-02-01 02:01:28
29174.7,8193,934.62,2008-10-27 23:12:03
88969.49,9068,368.81,2008-05-24 14:38:03
70581.21,9078,269.5,2008-02-12 00:21:22
25129.2,5565,759.83,2008-04-06 04:58:53
84265.44,4412,994.44,2008-06-13 16:02:41
23586.7,8704,514.92,2008-08-12 23:18:13
49106.74,9922,999.97,2008-12-02 06:00:42
80031.98,9942,960.24,2008-05-20 18:34:16
65447.91,7971,395.41,2008-07-30 15:04:36
78251.97,9788,774.52,2008-04-19 07:54:30
74697.96,7257,388.7,2008-01-27 15:43:39
59917.35,8856,791.68,2008-02-27 15:16:51
64329.59,9672,610.2,2008-06-07 09:57:29
22924.18,7423,625.68,2008-09-14 00:52:37
24382.92,6340,212.76,2008-08-19 17:53:01
95116.54,9472,899.56,2008-09-20 10:42:24
15053.7,7264,306.99,2008-08-21 15:55:56
91007.73,6918,741.34,2008-01-10 15:01:23
10943.53,7100,602.8,2008-03-07 18:03:18
56426.45,8001,971.98,2008-11-23 12:31:29
44451.38,5904,411.52,2008-07-25 20:22:37
14850.5,7179,406.96,2008-09-16 15:19:37
95413.0,6207,308.58,2008-09-27 11:57:21
52427.53,4229,450.19,2008-05-31 00:16:42
52215.18,4361,169.35,2008-10-02 18:59:19
25845.33,7684,118.97,2008-11-13 12:14:48
44194.18,8477,938.66,2008-05-02 14:16:32
96338.88,6349,854.93,2008-02-19 07:23:24
86656.9,8420,223.89,2008-02-19 02:47:07
48283.85,9061,643.55,2008-08-03 04:09:56
61226.54,4553,262.15,2008-11-22 05:44:39
60759.37,6018,184.61,2008-04-18 04:46:20
79776.21,5322,821.27,2008-11-03 09:01:34
95314.9,9284,438.74,2008-02-26 18:01:45
22353.22,4078,179.33,2008-06-13 00:31:13
33558.42,7745,657.39,2008-05-28 04:03:25
20339.96,7841,204.73,2008-07-09 17:06:25
84375.43,6535,439.11,2008-11-22 18:39:52
57035.53,4979,797.82,2008-05-16 10:50:39
12488.82,7112,994.13,2008-09-06 06:35:26
76787.45,6524,232.73,2008-08-23 01:28:15
43798.63,5512,188.69,2008-12-01 20:51:34
39546.81,6297,767.82,2008-08-24 19:22:22
26128.6,5621,855.87,2008-05-22 20:19:45
38490.81,4463,240.65,2008-07-15 04:30:37
53091.32,8632,999.73,2008-04-23 22:29:56
67385.44,7985,962.56,2008-07-09 19:21:40
31925.7,9394,391.4,2008-06-28 10:29:55
86194.99,4059,576.22,2008-12-31 06:35:05
21877.51,4345,215.46,2008-06-13 19:24:53
54751.68,6112,880.45,2008-03-28 13:43:33
56695.15,6065,605.58,2008-01-21 05:18:50
15656.2,6055,878.47,2008-08-07 00:04:02
49653.52,4569,330.8,2008-06-30 07:16:17
26789.0,7245,770.67,2008-07-19 20:01:04
19466.42,6875,703.96,2008-01-13 20:16:45
79413.76,5425,659.4,2008-06-26 10:04:53
30012.13,5633,528.38,2008-04-26 03:31:55
46715.89,8449,993.73,2008-11-26 07:06:04
68590.33,8345,523.2,2008-09-05 14:34:31
41587.81,9225,946.44,2008-04-19 01:49:08
96548.8,4862,915.97,2008-09-11 12:44:25
61441.87,8028,903.97,2008-09-10 13:59:14
89298.69,4040,618.74,2008-07-11 17:58:33
44367.46,7792,570.18,2008-10-09 20:09:12
42115.98,4765,802.75,2008-05-27 19:50:42
24092.35,4111,859.64,2008-04-01 12:30:55
21061.67,8390,398.24,2008-11-25 20:45:44
34610.52,9484,855.16,2008-05-14 03:36:33
16712.54,4792,132.5,2008-06-02 21:51:08
36963.28,7092,229.17,2008-11-03 19:05:25
70104.12,4164,607.58,2008-01-03 20:00:49
64716.58,7339,110.39,2008-09-17 03:06:23
98116.8,9562,263.11,2008-04-06 13:16:18
47573.19,6111,119.6,2008-05-07 17:37:56
22626.23,4661,633.47,2008-07-13 22:47:10
81828.87,9310,734.3,2008-04-27 17:22:04
65939.53,7925,629.27,2008-01-25 11:31:39
54069.51,4790,234.33,2008-08-20 05:17:20
98464.78,7689,773.19,2008-09-26 01:05:44
54895.21,5948,106.74,2008-06-01 22:37:23
98884.29,4162,738.89,2008-04-10 19:04:13
48780.89,9291,583.35,2008-05-13 00:41:33
20331.63,8868,849.53,2008-11-27 03:34:03
75975.25,5886,881.7,2008-07-12 01:01:19
44565.45,7710,142.47,2008-10-24 22:35:13
51462.93,7368,868.91,2008-12-28 10:27:28
70282.17,6150,954.51,2008-09-04 17:26:40
44458.93,6732,423.66,2008-10-02 03:45:35
63757.5,8656,570.14,2008-05-22 13:30:30
10247.32,5614,493.91,2008-05-26 15:55:33
41737.35,6386,267.1,2008-08-07 18:16:42
61216.78,8192,476.31,2008-05-12 07:21:48
56681.8,9114,296.66,2008-04-08 02:49:40
10874.18,5608,531.1,2008-10-19 13:24:54
17152.12,4502,799.71,2008-10-14 06:58:02
29495.27,9419,313.2,2008-01-17 11:27:16
94741.9,4847,380.2,2008-06-20 15:07:41
33221.46,7673,576.47,2008-11-23 16:22:10
82333.73,8768,717.92,2008-04-28 14:20:12
75911.37,6734,634.68,2008-07-01 18:13:13
55864.9,8043,816.23,2008-07-18 09:41:42
93531.21,4210,501.28,2008-04-20 04:03:38
14649.7,9751,960.2,2008-12-08 14:50:42
15391.28,8375,931.81,2008-02-01 17:27:01
28749.11,6034,578.2,2008-05-03 13:45:13
34582.65,9797,872.64,2008-07-21 17:59:40
15719.4,6633,405.91,2008-04-04 18:17:23
76639.9,4017,424.69,2008-11-15 19:08:52
87571.89,4067,574.43,2008-08-05 22:38:48
28295.5,9889,672.76,2008-09-06 14:12:05
76121.91,5898,958.85,2008-09-02 07:50:31
71008.67,4458,498.15,2008-03-17 03:31:58
12175.78,7025,152.26,2008-02-11 07:28:00
22572.57,5831,265.26,2008-10-25 07:36:34
69123.98,8366,161.3,2008-09-19 02:08:14
66746.73,9062,223.63,2008-01-11 04:25:47
43111.58,7946,137.39,2008-12-20 10:54:37
33658.25,5822,829.1,2008-03-31 22:33:31
31446.14,6971,637.16,2008-10-08 20:31:33
72822.4,8001,372.17,2008-03-31 11:04:17
77404.36,8158,130.5,2008-08-23 07:27:38
51976.77,4790,683.46,2008-05-17 16:34:49
96024.74,5434,792.0,2008-09-09 03:56:50
83580.99,6048,696.77,2008-08-14 20:21:55
46653.67,5559,664.78,2008-09-26 21:39:27
36475.25,8667,471.57,2008-11-12 21:31:10
80104.79,6632,476.47,2008-05-10 18:22:09
55613.1,5757,397.51,2008-06-29 14:26:12
86315.52,6805,445.11,2008-08-18 03:46:22
39354.79,9673,356.66,2008-08-03 03:49:59
85932.33,9282,878.1,2008-05-28 14:48:22
14930.65,6623,356.85,2008-08-12 09:46:11
35706.48,5859,145.86,2008-12-07 09:39:05
13324.29,5015,158.53,2008-09-22 09:44:26
77579.8,7452,917.69,2008-05-11 08:08:44
63060.27,7507,574.2,2008-12-13 02:50:57
47345.87,8349,219.54,2008-10-15 00:01:58
42978.11,5587,868.94,2008-10-15 12:12:48
83936.72,5521,216.29,2008-11-02 01:37:44
27709.16,4517,192.7,2008-07-30 06:04:09
47176.7,9107,132.7,2008-02-08 02:54:03
53185.92,5506,379.97,2008-12-18 13:34:42
83960.5,4999,405.2,2008-02-29 21:13:25
61339.25,5750,666.9,2008-09-13 10:35:49
89672.2,9615,638.7,2008-12-15 03:53:47
31376.85,8266,142.46,2008-11-17 09:43:12
51723.54,7163,179.65,2008-04-06 05:37:53
69358.35,4772,396.43,2008-04-04 22:00:15
26544.4,5511,978.34,2008-05-20 11:34:28
80081.74,4057,497.31,2008-08-31 17:16:27
90907.79,7698,590.25,2008-03-27 11:18:11
99402.3,4536,469.94,2008-07-05 07:12:27
44065.28,7533,234.44,2008-05-08 19:24:53
47455.97,8770,356.36,2008-07-23 22:47:18
11152.45,8962,502.83,2008-10-16 08:59:14
36288.34,8658,447.5,2008-06-01 10:58:22
92222.46,8265,561.58,2008-02-04 00:19:41
83657.63,7691,748.61,2008-07-08 11:59:42
70590.27,6460,569.3,2008-06-17 13:29:20
60414.73,9048,582.65,2008-10-08 22:41:02
17104.1,5216,239.4,2008-01-28 06:20:20
78029.3,4630,351.5,2008-07-04 12:27:35
48746.5,5103,961.85,2008-03-31 23:07:52
53119.87,7741,463.35,2008-09-10 03:27:02
45141.93,4582,957.86,2008-11-09 18:27:36
22571.72,9995,532.72,2008-04-30 03:50:39
56145.16,4580,374.54,2008-04-07 09:22:38
81086.31,7642,447.71,2008-04-28 20:10:12
23380.58,9602,532.52,2008-07-30 23:01:41
79192.41,9486,914.69,2008-04-17 13:22:04
58685.57,7345,283.15,2008-01-18 02:22:15
73157.38,5890,128.36,2008-02-07 14:43:35
75096.7,9610,533.33,2008-07-03 03:27:34
95255.86,5102,976.33,2008-02-15 03:06:44
34174.19,7921,357.57,2008-07-21 19:02:16
99390.44,8715,172.46,2008-01-10 13:17:47
59199.0,4011,683.71,2008-03-22 19:55:25
76795.37,8484,671.34,2008-08-25 08:21:27
43043.58,8583,987.31,2008-04-02 14:52:48
71351.13,5533,939.14,2008-09-04 01:26:26
36664.81,9547,978.33,2008-10-02 14:07:53
53626.57,6488,402.39,2008-09-18 03:42:43
89500.48,5349,356.7,2008-06-05 18:35:18
80714.1,7162,272.89,2008-01-14 00:07:24
69169.65,9325,467.28,2008-07-14 15:54:50
75299.2,8110,111.5,2008-09-23 16:44:49
28058.18,6282,290.59,2008-05-13 16:09:30
47161.91,9397,424.13,2008-10-14 08:38:51
38050.26,7590,652.1,2008-03-09 03:35:47
33383.72,8214,158.45,2008-05-28 04:13:50
13343.55,6764,354.4,2008-09-29 09:51:55
54323.92,7629,914.52,2008-02-17 16:08:52
24985.4,7228,102.47,2008-11-27 12:38:22
26832.12,8616,976.24,2008-12-15 00:32:53
74452.27,6526,128.35,2008-06-05 01:46:36
35978.97,7088,172.58,2008-09-28 01:35:51
87473.25,8792,931.5,2008-01-13 18:23:32
95496.8,4473,263.34,2008-12-16 22:54:21
95047.21,6472,677.59,2008-05-31 05:44:17
59841.67,7170,457.9,2008-07-20 07:21:42
94701.22,8357,969.23,2008-08-25 15:04:05
63393.89,8992,550.49,2008-07-09 17:25:41
88180.21,8154,769.11,2008-10-30 01:20:45
76482.41,9053,264.23,2008-09-26 12:38:28
34061.28,4108,343.46,2008-10-12 04:03:05
73164.73,9720,504.0,2008-04-02 15:29:45
84999.38,5641,426.21,2008-03-11 18:57:30
95739.6,9380,501.51,2008-03-26 14:28:23
53439.73,6062,496.93,2008-04-24 13:17:39
81874.1,5612,125.86,2008-03-14 23:56:51
23036.68,9499,402.95,2008-12-31 09:04:02
56827.7,5043,254.39,2008-01-29 19:24:26
86562.8,8107,292.47,2008-09-25 06:14:42
18309.45,7174,682.15,2008-05-20 12:50:20
48505.38,4343,363.83,2008-08-27 19:46:15
80069.14,8957,606.65,2008-07-13 04:18:16
36206.56,6813,821.3,2008-06-17 05:59:47
33385.75,8243,614.5,2008-01-02 21:45:04
35447.64,8348,835.93,2008-02-19 08:52:22
33339.25,8305,145.82,2008-12-25 12:05:13
42383.34,4078,210.89,2008-09-29 06:13:03
62711.9,5707,206.98,2008-08-24 19:55:00
54674.12,7634,577.89,2008-10-15 09:11:56
85711.3,9153,774.23,2008-11-12 15:30:56
97674.54,7417,639.24,2008-12-01 02:57:45
26845.75,4479,480.3,2008-05-29 20:53:58
88007.62,7149,331.61,2008-07-18 08:25:48
15678.16,6945,606.83,2008-07-28 03:32:49
54967.76,4832,459.84,2008-12-10 22:49:56
79753.72,8074,143.26,2008-12-13 07:55:11
17493.78,7588,980.21,2008-08-27 01:59:46
78607.31,5138,996.75,2008-05-11 07:10:38
28860.4,5772,472.73,2008-03-07 03:07:39
15632.33,5661,217.65,2008-03-03 04:22:01
74187.94,8032,357.81,2008-11-22 05:58:36
87042.73,8076,488.68,2008-11-06 05:47:14
19499.59,8696,419.99,2008-08-29 00:48:58
96577.78,9224,920.13,2008-05-29 21:13:10
60701.76,7810,345.21,2008-09-17 03:36:54
59668.98,7085,612.15,2008-12-26 00:38:38
19850.79,9067,210.44,2008-01-31 22:13:10
62059.4,5364,696.9,2008-03-25 22:32:46
46161.5,8198,246.57,2008-08-08 11:48:24
63004.82,6495,996.9,2008-12-24 00:10:36
64969.82,9806,726.24,2008-08-20 04:24:27
71055.49,5480,482.19,2008-02-12 06:01:23
83406.99,6063,437.35,2008-09-25 08:03:52
50907.12,6868,934.56,2008-08-17 09:03:29
56504.47,4611,365.9,2008-01-24 17:59:43
12547.57,9050,419.33,2008-03-30 15:55:43
82091.84,6489,783.38,2008-10-31 06:04:14
94671.96,4688,440.1,2008-06-25 05:33:48
46333.4,5737,704.27,2008-04-06 21:39:27
78850.25,4506,443.5,2008-09-12 17:51:37
25200.7,5350,347.17,2008-12-10 20:55:51
88845.76,7297,785.25,2008-11-02 21:50:12
71716.15,7952,274.8,2008-11-11 04:03:15
26484.1,7540,731.85,2008-08-18 08:23:54
54328.3,8903,819.21,2008-12-24 23:08:20
56123.53,8578,119.77,2008-07-13 13:56:26
91540.3,9415,868.94,2008-04-16 07:55:39
45547.83,8738,971.27,2008-09-09 07:36:29
22200.1,4248,431.84,2008-01-04 21:19:32
96044.48,5249,560.84,2008-06-29 12:04:10
31961.89,6066,413.62,2008-03-11 21:45:30
73069.89,7116,144.0,2008-04-01 09:03:16
51100.14,8126,798.77,2008-12-06 18:19:42
64268.87,7960,738.39,2008-11-05 00:59:38
97997.15,5324,945.1,2008-01-19 01:40:04
44294.76,7333,788.29,2008-12-13 20:04:30
54151.5,4016,445.5,2008-11-14 03:46:31
80675.26,9123,537.69,2008-07-17 17:16:50
16824.1,4173,167.42,2008-01-11 10:05:35
11353.2,7103,694.2,2008-03-20 20:45:27
51918.7,7346,762.0,2008-08-03 19:07:10
28547.16,8696,794.33,2008-04-18 06:11:48
58397.14,8548,437.13,2008-03-19 11:04:28
75997.18,4045,870.16,2008-06-24 04:06:03
70683.68,6966,185.35,2008-01-18 23:29:13
53585.77,5196,166.58,2008-01-17 14:24:52
13947.45,6305,236.45,2008-07-16 01:32:26
18356.74,7597,932.73,2008-05-01 14:50:53
86555.12,7730,943.72,2008-07-23 16:17:31
51867.1,5356,841.5,2008-06-25 07:48:31
53470.0,5615,756.57,2008-10-02 15:41:01
22977.1,5288,223.16,2008-04-12 20:49:57
47743.17,8253,886.34,2008-06-07 18:46:30
72943.99,5518,394.8,2008-11-22 00:30:05
41335.25,8665,317.67,2008-03-22 19:41:54
99686.56,8616,915.73,2008-02-04 15:40:17
96255.69,4671,362.32,2008-07-26 18:40:11
14319.28,6670,864.61,2008-11-30 19:56:03
15571.39,4182,118.69,2008-01-27 06:52:32
39480.76,5898,823.74,2008-10-17 06:12:27
97019.46,9645,542.5,2008-08-20 06:51:34
21370.51,4730,504.74,2008-03-13 06:39:54
15384.48,5872,885.67,2008-08-02 22:54:46
33172.96,5068,108.52,2008-06-02 10:27:42
31247.12,8048,461.52,2008-08-19 05:52:04
35860.8,8374,893.13,2008-07-26 21:30:59
14175.93,8906,197.1,2008-03-11 05:59:49
26047.3,5422,848.92,2008-06-21 02:38:37
44153.8,9951,218.3,2008-08-25 04:41:22
60010.98,8459,225.45,2008-09-26 22:50:59
45732.84,6837,420.89,2008-09-20 11:11:51
67305.42,8752,238.54,2008-05-21 12:31:08
75756.62,4996,982.67,2008-06-05 15:31:01
35140.59,4489,601.25,2008-07-04 08:50:41
62205.27,5801,935.51,2008-07-04 02:33:48
51883.26,4403,408.9,2008-03-21 01:08:30
71777.82,7248,772.78,2008-02-07 12:27:04
41871.45,6464,638.37,2008-07-01 15:26:54
77179.65,7006,127.17,2008-04-19 05:17:30
49481.91,4322,554.37,2008-08-29 02:45:39
18774.44,9841,840.67,2008-01-07 16:13:45
95105.34,9094,629.22,2008-11-17 07:19:27
65815.57,4569,632.47,2008-11-17 00:52:39
26858.5,9809,885.68,2008-10-05 16:45:00
77403.23,8649,700.85,2008-08-02 10:16:25
98181.29,9644,517.92,2008-08-25 10:15:59
87890.3,6535,470.25,2008-06-12 07:55:16
64955.99,9076,316.18,2008-05-06 05:23:39
88705.13,5324,363.23,2008-11-03 21:34:15
43813.25,4165,401.91,2008-06-16 01:00:46
16248.38,8728,322.51,2008-04-06 14:34:34
97377.48,8853,747.86,2008-01-11 10:10:35
58258.28,7637,203.56,2008-04-14 13:23:26
13407.67,7257,235.92,2008-01-03 04:32:10
62265.68,7750,523.89,2008-09-26 20:36:30
59320.1,7447,382.2,2008-10-31 18:30:06
71125.35,5685,315.35,2008-04-27 04:32:48
30445.0,7447,483.31,2008-05-31 09:45:27
98808.75,5359,362.48,2008-02-11 05:55:06
48611.33,5858,801.18,2008-05-30 05:03:13
39534.68,8180,718.44,2008-10-29 05:14:03
73515.72,5907,478.94,2008-11-20 19:27:27
10474.52,9708,146.52,2008-12-08 23:27:38
93415.41,8865,702.74,2008-10-27 21:57:08
44591.86,7245,699.52,2008-10-15 01:59:41
49767.7,9471,577.13,2008-04-21 19:17:55
97893.3,8932,764.94,2008-01-29 16:37:14
35821.6,9220,537.13,2008-05-04 20:27:55
70595.34,8868,882.38,2008-08-23 09:06:09
93247.7,8739,584.78,2008-08-28 03:34:01
51876.64,4142,229.4,2008-08-29 04:24:05
47974.51,9779,122.58,2008-04-19 03:10:01
66501.2,4119,204.12,2008-08-09 06:58:07
12059.95,6446,911.24,2008-08-09 06:28:07
81175.25,9411,164.47,2008-07-19 07:09:08
28840.45,5755,505.43,2008-07-28 07:16:27
68192.98,9339,466.55,2008-11-16 01:43:57
24604.2,6565,902.67,2008-12-19 00:33:31
32324.5,4497,746.17,2008-01-01 17:03:20
89566.7,5201,848.68,2008-05-10 20:38:44
73912.4,5396,554.38,2008-06-27 10:49:29
56465.73,6601,998.35,2008-12-27 20:52:03
80061.86,6685,681.94,2008-08-20 04:51:33
87097.97,5002,737.23,2008-03-23 04:04:33
67813.7,6093,331.95,2008-02-25 03:12:00
48684.77,6444,683.48,2008-08-06 19:09:30
25123.98,6565,279.23,2008-08-04 10:20:10
47684.24,7938,520.65,2008-09-05 15:27:56
37940.64,4592,196.24,2008-08-25 08:21:20
54465.4,7825,291.87,2008-03-03 23:47:18
92209.86,6578,500.54,2008-01-14 16:57:01
10097.83,6126,316.8,2008-04-30 06:20:49
10534.91,6486,571.55,2008-05-29 13:54:04
41388.65,5579,424.7,2008-03-12 14:22:49
